day,cola_300ml,cola_600ml,guazi,haipai_hainorim,haipiao_haibo,redbull,haixiangcuilan,luosifen_335g,qiaqia_oatmeal,spicy_chicken_noodle,TeLunSuMilk,wangzai_milk,xiangbage_honey_chicken_wings
2021/9/29,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,4.0,5.0,0.0
2021/9/30,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0
2021/10/1,1.0,1.0,0.0,2.0,1.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2021/10/2,0.0,2.0,5.0,0.0,0.0,12.0,5.0,1.0,0.0,0.0,2.0,7.0,7.0
2021/10/3,0.0,1.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
2021/10/4,4.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0
2021/10/5,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
2021/10/6,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
2021/10/7,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0
2021/10/8,0.0,5.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,7.0,0.0
2021/10/9,0.0,1.0,1.0,4.0,1.0,12.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
2021/10/10,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,5.0,0.0
2021/10/11,3.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0
2021/10/12,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0
2021/10/13,1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0
2021/10/14,1.0,0.0,0.0,4.0,0.0,6.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0
2021/10/15,1.0,2.0,0.0,3.0,0.0,15.0,0.0,2.0,1.0,0.0,4.0,7.0,0.0
2021/10/16,1.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,3.0,2.0,1.0
2021/10/17,1.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2021/10/18,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/10/19,2.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/10/20,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2021/10/21,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0
2021/10/22,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2021/10/23,0.0,0.0,3.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,5.0,7.0,1.0
2021/10/24,1.0,1.0,4.0,0.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0
2021/10/25,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,5.0,3.0,0.0
2021/10/26,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,5.0,7.0,4.0
2021/10/27,4.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0
2021/10/28,3.0,3.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,22.0,3.0,0.0
2021/10/29,0.0,0.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2021/10/30,4.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0
2021/10/31,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
2021/11/1,0.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,2.0,7.0,0.0
2021/11/2,1.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0
2021/11/3,6.0,0.0,1.0,5.0,0.0,7.0,2.0,0.0,1.0,1.0,4.0,6.0,1.0
2021/11/4,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0
2021/11/5,1.0,0.0,1.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2021/11/6,0.0,0.0,0.0,3.0,0.0,13.0,5.0,4.0,0.0,2.0,5.0,7.0,0.0
2021/11/7,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2021/11/8,0.0,2.0,4.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021/11/9,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,22.0
2021/11/10,0.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2021/11/11,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0
2021/11/12,2.0,0.0,0.0,0.0,5.0,12.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0
2021/11/13,0.0,0.0,5.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0
2021/11/14,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,6.0,0.0
2021/11/15,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0
2021/11/16,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
2021/11/17,0.0,3.0,3.0,0.0,0.0,7.0,8.0,1.0,0.0,0.0,5.0,1.0,0.0
2021/11/18,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0
2021/11/19,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0
2021/11/20,0.0,1.0,1.0,4.0,0.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
2021/11/21,2.0,1.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
2021/11/22,1.0,0.0,4.0,1.0,0.0,4.0,8.0,5.0,1.0,0.0,0.0,0.0,1.0
2021/11/23,0.0,0.0,3.0,2.0,0.0,6.0,7.0,0.0,1.0,0.0,5.0,6.0,0.0
2021/11/24,0.0,2.0,2.0,0.0,0.0,4.0,6.0,2.0,2.0,0.0,0.0,5.0,0.0
2021/11/25,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0
2021/11/26,0.0,3.0,0.0,1.0,0.0,11.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0
2021/11/27,0.0,2.0,0.0,4.0,4.0,13.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0
2021/11/28,1.0,0.0,0.0,1.0,3.0,2.0,8.0,2.0,0.0,0.0,1.0,7.0,0.0
2021/11/29,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0
2021/11/30,1.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2021/12/1,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0
2021/12/2,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
2021/12/3,2.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2021/12/4,1.0,0.0,0.0,0.0,1.0,15.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0
2021/12/5,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,5.0,1.0,1.0
2021/12/6,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0
2021/12/7,3.0,2.0,1.0,0.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0
2021/12/8,0.0,6.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
2021/12/9,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,5.0,0.0
2021/12/10,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0
2021/12/11,1.0,1.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0
2021/12/12,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
2021/12/13,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0
2021/12/14,0.0,0.0,0.0,0.0,5.0,4.0,0.0,5.0,1.0,0.0,4.0,2.0,1.0
2021/12/15,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0
2021/12/16,1.0,0.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
2021/12/17,0.0,0.0,5.0,1.0,5.0,13.0,0.0,0.0,0.0,2.0,5.0,6.0,1.0
2021/12/18,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0
2021/12/19,2.0,1.0,1.0,0.0,0.0,7.0,1.0,3.0,0.0,0.0,4.0,2.0,0.0
2021/12/20,0.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0
2021/12/21,0.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
2021/12/22,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
2021/12/23,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021/12/24,0.0,1.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0
2021/12/25,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0
2021/12/26,0.0,1.0,5.0,0.0,0.0,1.0,6.0,0.0,2.0,0.0,3.0,6.0,1.0
2021/12/27,0.0,1.0,0.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2021/12/28,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0
2021/12/29,0.0,0.0,0.0,3.0,1.0,6.0,7.0,3.0,0.0,0.0,2.0,7.0,0.0
2021/12/30,0.0,0.0,0.0,2.0,5.0,7.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0
2021/12/31,1.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0
2022/1/1,0.0,3.0,0.0,0.0,0.0,15.0,0.0,5.0,2.0,0.0,4.0,0.0,0.0
2022/1/2,1.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
2022/1/3,0.0,1.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
2022/1/4,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
2022/1/5,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
2022/1/6,3.0,1.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2022/1/7,0.0,4.0,0.0,2.0,0.0,15.0,8.0,0.0,0.0,2.0,1.0,0.0,1.0
2022/1/8,0.0,0.0,0.0,0.0,0.0,13.0,1.0,2.0,0.0,1.0,4.0,2.0,0.0
2022/1/9,0.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0
2022/1/10,0.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,7.0
2022/1/11,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2022/1/12,2.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0
2022/1/13,0.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,1.0,0.0,1.0,6.0,0.0
2022/1/14,0.0,1.0,2.0,0.0,0.0,15.0,2.0,0.0,0.0,1.0,4.0,6.0,0.0
2022/1/15,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0
2022/1/16,1.0,4.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2022/1/17,0.0,5.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2022/1/18,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0
2022/1/19,0.0,1.0,0.0,0.0,0.0,6.0,1.0,4.0,0.0,1.0,5.0,5.0,0.0
2022/1/20,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2022/1/21,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,4.0,7.0,0.0
2022/1/22,7.0,1.0,0.0,4.0,5.0,9.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0
2022/1/23,0.0,5.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0
2022/1/24,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0
2022/1/25,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0
2022/1/26,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2022/1/27,0.0,3.0,2.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0
2022/1/28,0.0,3.0,0.0,3.0,0.0,11.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0
2022/1/29,0.0,2.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2022/1/30,0.0,0.0,3.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,3.0,6.0,0.0
2022/1/31,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2022/2/1,4.0,1.0,0.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0
2022/2/2,0.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0
2022/2/3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0
2022/2/4,0.0,0.0,0.0,0.0,0.0,15.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0
2022/2/5,8.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0
2022/2/6,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0
2022/2/7,2.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,7.0,0.0
2022/2/8,6.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0
2022/2/9,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0
2022/2/10,3.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,6.0
2022/2/11,2.0,0.0,1.0,1.0,0.0,15.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
2022/2/12,0.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0,0.0,0.0,3.0,7.0
2022/2/13,0.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0
2022/2/14,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0
2022/2/15,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
2022/2/16,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
2022/2/17,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,6.0,0.0
2022/2/18,1.0,0.0,4.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2022/2/19,0.0,1.0,1.0,4.0,1.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/2/20,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0,5.0,1.0
2022/2/21,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
2022/2/22,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0
2022/2/23,1.0,4.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0
2022/2/24,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/2/25,0.0,2.0,0.0,1.0,0.0,12.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0
2022/2/26,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
2022/2/27,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2022/2/28,2.0,2.0,0.0,0.0,3.0,3.0,5.0,5.0,1.0,0.0,2.0,0.0,0.0
2022/3/1,0.0,0.0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2022/3/2,0.0,0.0,0.0,0.0,0.0,4.0,7.0,5.0,0.0,0.0,5.0,7.0,0.0
2022/3/3,0.0,1.0,1.0,0.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2022/3/4,1.0,1.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0
2022/3/5,0.0,0.0,1.0,2.0,1.0,15.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0
2022/3/6,1.0,0.0,5.0,1.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0
2022/3/7,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
2022/3/8,0.0,0.0,1.0,4.0,1.0,6.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0
2022/3/9,1.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
2022/3/10,0.0,3.0,0.0,1.0,0.0,6.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0
2022/3/11,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0
2022/3/12,0.0,1.0,0.0,3.0,1.0,13.0,0.0,2.0,0.0,0.0,5.0,0.0,24.0
2022/3/13,1.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0
2022/3/14,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0
2022/3/15,1.0,4.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2022/3/16,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2022/3/17,3.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0
2022/3/18,3.0,0.0,5.0,1.0,1.0,13.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0
2022/3/19,4.0,1.0,0.0,0.0,0.0,13.0,1.0,5.0,2.0,1.0,1.0,3.0,0.0
2022/3/20,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022/3/21,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
2022/3/22,3.0,0.0,5.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0
2022/3/23,0.0,1.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0,5.0,6.0,0.0
2022/3/24,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
2022/3/25,1.0,2.0,2.0,3.0,0.0,15.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0
2022/3/26,1.0,4.0,0.0,1.0,0.0,14.0,6.0,3.0,0.0,0.0,4.0,0.0,0.0
2022/3/27,3.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
2022/3/28,0.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2022/3/29,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,7.0,0.0
2022/3/30,0.0,1.0,1.0,4.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/3/31,1.0,0.0,5.0,0.0,5.0,7.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0
